CreatedBy.Name,CreatedDate,Id,LastModifiedBy.Name,LastModifiedDate
Ruben Halman,2020-03-10T22:42:04.000+0000,0813X000000CX8FQAW,Ruben Halman,2020-03-10T22:42:04.000+0000
Ruben Halman,2019-12-23T18:14:26.000+0000,0813X000000BT7nQAG,Ruben Halman,2020-01-05T23:34:17.000+0000
